Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Postal Code,Product ID,Sales,Quantity,Discount,Profit,Category,Sub-Category,Product Name
3,CA-2022-138688,12/6/22,16/06/2022,Second Class,DV-13045,Corporate,90036,OFF-LA-10000240,14.62,2,0.0,6.8714,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal
1838,CA-2020-117345,1/8/20,5/8/20,Standard Class,BF-10975,Corporate,28205,OFF-LA-10000240,17.544,3,0.2,5.9211,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal
2018,CA-2021-113110,19/03/2021,23/03/2021,Standard Class,BK-11260,Consumer,92404,OFF-LA-10000240,14.62,2,0.0,6.8714,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal
2431,CA-2023-100748,13/05/2023,20/05/2023,Standard Class,RB-19795,Home Office,94110,OFF-LA-10000240,58.48,8,0.0,27.4856,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal
4286,CA-2021-105690,21/11/2021,26/11/2021,Second Class,CA-11965,Corporate,77642,OFF-LA-10000240,11.696,2,0.2,3.9474,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal
5928,CA-2020-114314,11/10/20,15/10/2020,Standard Class,DB-13555,Corporate,72701,OFF-LA-10000240,7.31,1,0.0,3.4357,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal
6763,CA-2022-144764,2/9/22,8/9/22,Standard Class,RL-19615,Consumer,60623,OFF-LA-10000240,29.24,5,0.2,9.8685,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal
4,US-2021-108966,11/10/21,18/10/2021,Standard Class,SO-20335,Consumer,33311,FUR-TA-10000577,957.5775,5,0.45,-383.031,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table
25,CA-2021-106320,25/09/2021,30/09/2021,Standard Class,EB-13870,Consumer,84057,FUR-TA-10000577,1044.63,3,0.0,240.2649,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table
943,CA-2022-142958,13/12/2022,20/12/2022,Standard Class,RW-19630,Corporate,90503,FUR-TA-10000577,1114.272,4,0.2,41.7852,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table
1563,US-2023-102890,30/06/2023,30/06/2023,Same Day,SG-20470,Consumer,10011,FUR-TA-10000577,1044.63,5,0.4,-295.9785,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table
2610,CA-2020-127446,25/11/2020,30/11/2020,Standard Class,MC-17590,Corporate,76017,FUR-TA-10000577,1218.735,5,0.3,-121.8735,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table
4193,CA-2021-150875,16/11/2021,20/11/2021,Standard Class,HK-14890,Corporate,83704,FUR-TA-10000577,696.42,2,0.0,160.1766,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table
6439,US-2023-113992,14/12/2023,19/12/2023,Standard Class,LC-16885,Consumer,75023,FUR-TA-10000577,974.988,4,0.3,-97.4988,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table
8207,CA-2021-122266,26/04/2021,30/04/2021,Standard Class,SA-20830,Consumer,32114,FUR-TA-10000577,191.5155,1,0.45,-76.6062,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table
5,US-2021-108966,11/10/21,18/10/2021,Standard Class,SO-20335,Consumer,33311,OFF-ST-10000760,22.368,2,0.2,2.5164,Office Supplies,Storage,Eldon Fold 'N Roll Cart System
2830,CA-2022-124149,23/04/2022,26/04/2022,First Class,MJ-17740,Consumer,43130,OFF-ST-10000760,55.92,5,0.2,6.291,Office Supplies,Storage,Eldon Fold 'N Roll Cart System
2996,US-2020-150532,14/07/2020,21/07/2020,Standard Class,PB-19150,Consumer,85023,OFF-ST-10000760,55.92,5,0.2,6.291,Office Supplies,Storage,Eldon Fold 'N Roll Cart System
6327,CA-2020-167927,20/01/2020,26/01/2020,Standard Class,XP-21865,Consumer,48185,OFF-ST-10000760,13.98,1,0.0,4.0542,Office Supplies,Storage,Eldon Fold 'N Roll Cart System
7372,US-2023-123862,7/1/23,9/1/23,Second Class,JF-15190,Consumer,90805,OFF-ST-10000760,153.78,11,0.0,44.5962,Office Supplies,Storage,Eldon Fold 'N Roll Cart System
6,CA-2020-115812,9/6/20,14/06/2020,Standard Class,BH-11710,Consumer,90032,FUR-FU-10001487,48.86,7,0.0,14.1694,Furniture,Furnishings,Eldon Expressions Wood and Plastic Desk Accessories
3179,CA-2023-105235,5/12/23,11/12/23,Standard Class,SM-20950,Corporate,10011,FUR-FU-10001487,20.94,3,0.0,6.0726,Furniture,Furnishings,Eldon Expressions Wood and Plastic Desk Accessories
5272,CA-2023-125913,16/01/2023,16/01/2023,Same Day,JO-15145,Corporate,90008,FUR-FU-10001487,27.92,4,0.0,8.0968,Furniture,Furnishings,Eldon Expressions Wood and Plastic Desk Accessories
6498,CA-2021-103135,24/07/2021,28/07/2021,Standard Class,SS-20515,Home Office,40214,FUR-FU-10001487,20.94,3,0.0,6.0726,Furniture,Furnishings,Eldon Expressions Wood and Plastic Desk Accessories
6623,CA-2020-130449,6/9/20,9/9/20,First Class,VP-21760,Corporate,94109,FUR-FU-10001487,41.88,6,0.0,12.1452,Furniture,Furnishings,Eldon Expressions Wood and Plastic Desk Accessories
7,CA-2020-115812,9/6/20,14/06/2020,Standard Class,BH-11710,Consumer,90032,OFF-AR-10002833,7.28,4,0.0,1.9656,Office Supplies,Art,Newell 322
1737,CA-2023-101483,29/07/2023,1/8/23,Second Class,AG-10675,Consumer,28540,OFF-AR-10002833,4.368,3,0.2,0.3822,Office Supplies,Art,Newell 322
2479,CA-2020-145212,13/09/2020,19/09/2020,Standard Class,DC-12850,Consumer,10011,OFF-AR-10002833,5.46,3,0.0,1.4742,Office Supplies,Art,Newell 322
3402,CA-2020-102274,21/11/2020,26/11/2020,Standard Class,DH-13075,Corporate,40475,OFF-AR-10002833,5.46,3,0.0,1.4742,Office Supplies,Art,Newell 322
3885,CA-2020-152849,5/7/20,12/7/20,Standard Class,DW-13195,Corporate,37918,OFF-AR-10002833,4.368,3,0.2,0.3822,Office Supplies,Art,Newell 322
8517,CA-2022-132899,7/4/22,11/4/22,Standard Class,SF-20200,Consumer,10009,OFF-AR-10002833,3.64,2,0.0,0.9828,Office Supplies,Art,Newell 322
8,CA-2020-115812,9/6/20,14/06/2020,Standard Class,BH-11710,Consumer,90032,TEC-PH-10002275,907.152,6,0.2,90.7152,Technology,Phones,Mitel 5320 IP Phone VoIP phone
4086,CA-2022-111913,4/8/22,6/8/22,Second Class,LC-16930,Corporate,95823,TEC-PH-10002275,302.384,2,0.2,30.2384,Technology,Phones,Mitel 5320 IP Phone VoIP phone
4592,CA-2022-129868,26/12/2022,31/12/2022,Standard Class,MC-18130,Corporate,90004,TEC-PH-10002275,302.384,2,0.2,30.2384,Technology,Phones,Mitel 5320 IP Phone VoIP phone
8366,CA-2023-157273,30/01/2023,2/2/23,First Class,SZ-20035,Home Office,98105,TEC-PH-10002275,604.768,4,0.2,60.4768,Technology,Phones,Mitel 5320 IP Phone VoIP phone
9,CA-2020-115812,9/6/20,14/06/2020,Standard Class,BH-11710,Consumer,90032,OFF-BI-10003910,18.504,3,0.2,5.7825,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill
121,CA-2022-103730,12/6/22,15/06/2022,First Class,SC-20725,Consumer,19805,OFF-BI-10003910,30.84,4,0.0,13.878,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill
774,CA-2023-104220,30/01/2023,5/2/23,Standard Class,BV-11245,Corporate,50315,OFF-BI-10003910,7.71,1,0.0,3.4695,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill
1798,US-2023-139465,27/08/2023,30/08/2023,First Class,MR-17545,Home Office,10024,OFF-BI-10003910,37.008,6,0.2,11.565,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill
2958,CA-2023-168900,4/5/23,9/5/23,Standard Class,SH-20395,Consumer,45503,OFF-BI-10003910,2.313,1,0.7,-1.9275,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill
3048,CA-2020-137351,30/09/2020,4/10/20,Standard Class,DB-13615,Consumer,98105,OFF-BI-10003910,43.176,7,0.2,13.4925,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill
3722,CA-2022-151155,20/12/2022,24/12/2022,Standard Class,AB-10255,Home Office,39212,OFF-BI-10003910,15.42,2,0.0,6.939,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill
5403,CA-2023-123043,24/08/2023,29/08/2023,Standard Class,AH-10195,Corporate,10024,OFF-BI-10003910,24.672,4,0.2,7.71,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill
8541,CA-2023-147354,9/3/23,13/03/2023,Standard Class,KB-16315,Consumer,90008,OFF-BI-10003910,30.84,5,0.2,9.6375,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill
9549,CA-2022-131744,18/06/2022,20/06/2022,Second Class,SC-20770,Corporate,19134,OFF-BI-10003910,4.626,2,0.7,-3.855,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill
10,CA-2020-115812,9/6/20,14/06/2020,Standard Class,BH-11710,Consumer,90032,OFF-AP-10002892,114.9,5,0.0,34.47,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge
3323,CA-2021-120810,23/07/2021,27/07/2021,Standard Class,TH-21550,Home Office,10009,OFF-AP-10002892,68.94,3,0.0,20.682,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge
6020,CA-2020-152422,5/10/20,10/10/20,Second Class,BD-11635,Consumer,43229,OFF-AP-10002892,91.92,5,0.2,11.49,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge
7771,CA-2022-155978,1/8/22,1/8/22,Same Day,TS-21205,Corporate,92503,OFF-AP-10002892,45.96,2,0.0,13.788,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge
7842,CA-2022-116603,17/07/2022,22/07/2022,Standard Class,AT-10735,Consumer,10024,OFF-AP-10002892,45.96,2,0.0,13.788,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge
9614,CA-2020-128524,11/11/20,13/11/2020,First Class,MZ-17515,Corporate,98115,OFF-AP-10002892,22.98,1,0.0,6.894,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge
9696,US-2022-151260,11/12/22,14/12/2022,First Class,SC-20695,Corporate,45503,OFF-AP-10002892,73.536,4,0.2,9.192,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge
11,CA-2020-115812,9/6/20,14/06/2020,Standard Class,BH-11710,Consumer,90032,FUR-TA-10001539,1706.184,9,0.2,85.3092,Furniture,Tables,Chromcraft Rectangular Conference Tables
454,CA-2023-147277,20/10/2023,24/10/2023,Standard Class,EB-13705,Corporate,44312,FUR-TA-10001539,284.364,2,0.4,-75.8304,Furniture,Tables,Chromcraft Rectangular Conference Tables
1690,CA-2020-142839,16/08/2020,20/08/2020,Standard Class,TS-21610,Consumer,19143,FUR-TA-10001539,853.092,6,0.4,-227.4912,Furniture,Tables,Chromcraft Rectangular Conference Tables
3157,CA-2021-139584,24/08/2021,28/08/2021,Standard Class,EM-13810,Corporate,10009,FUR-TA-10001539,284.364,2,0.4,-75.8304,Furniture,Tables,Chromcraft Rectangular Conference Tables
3338,US-2023-109253,21/08/2023,22/08/2023,First Class,PR-18880,Consumer,94601,FUR-TA-10001539,568.728,3,0.2,28.4364,Furniture,Tables,Chromcraft Rectangular Conference Tables
5751,CA-2020-145800,30/05/2020,5/6/20,Standard Class,SS-20410,Consumer,60089,FUR-TA-10001539,355.455,3,0.5,-184.8366,Furniture,Tables,Chromcraft Rectangular Conference Tables
7317,CA-2022-132066,16/10/2022,20/10/2022,Standard Class,NB-18655,Corporate,10011,FUR-TA-10001539,142.182,1,0.4,-37.9152,Furniture,Tables,Chromcraft Rectangular Conference Tables
7619,CA-2023-151225,27/10/2023,29/10/2023,First Class,JM-15655,Corporate,90032,FUR-TA-10001539,189.576,1,0.2,9.4788,Furniture,Tables,Chromcraft Rectangular Conference Tables
9237,CA-2022-126732,2/9/22,6/9/22,Standard Class,LR-16915,Consumer,90036,FUR-TA-10001539,568.728,3,0.2,28.4364,Furniture,Tables,Chromcraft Rectangular Conference Tables
12,CA-2020-115812,9/6/20,14/06/2020,Standard Class,BH-11710,Consumer,90032,TEC-PH-10002033,911.424,4,0.2,68.3568,Technology,Phones,Konftel 250 Conference˜phone˜- Charcoal black
691,US-2020-117135,21/06/2020,23/06/2020,Second Class,NP-18325,Consumer,22980,TEC-PH-10002033,284.82,1,0.0,74.0532,Technology,Phones,Konftel 250 Conference˜phone˜- Charcoal black
7457,CA-2021-137974,16/04/2021,18/04/2021,First Class,LL-16840,Consumer,22980,TEC-PH-10002033,569.64,2,0.0,148.1064,Technology,Phones,Konftel 250 Conference˜phone˜- Charcoal black
9328,US-2023-130687,7/9/23,10/9/23,First Class,PF-19225,Consumer,98026,TEC-PH-10002033,455.712,2,0.2,34.1784,Technology,Phones,Konftel 250 Conference˜phone˜- Charcoal black
13,CA-2023-114412,15/04/2023,20/04/2023,Standard Class,AA-10480,Consumer,28027,OFF-PA-10002365,15.552,3,0.2,5.4432,Office Supplies,Paper,Xerox 1967
798,CA-2021-124653,24/12/2021,26/12/2021,First Class,DB-13120,Corporate,14609,OFF-PA-10002365,12.96,2,0.0,6.2208,Office Supplies,Paper,Xerox 1967
2328,CA-2021-105102,15/09/2021,19/09/2021,Second Class,BM-11575,Corporate,10035,OFF-PA-10002365,12.96,2,0.0,6.2208,Office Supplies,Paper,Xerox 1967
5103,CA-2020-158442,17/03/2020,17/03/2020,Same Day,AZ-10750,Consumer,75217,OFF-PA-10002365,15.552,3,0.2,5.4432,Office Supplies,Paper,Xerox 1967
9246,CA-2020-113271,9/7/20,14/07/2020,Standard Class,DS-13030,Home Office,94122,OFF-PA-10002365,32.4,5,0.0,15.552,Office Supplies,Paper,Xerox 1967
14,CA-2022-161389,5/12/22,10/12/22,Standard Class,IM-15070,Consumer,98103,OFF-BI-10003656,407.976,3,0.2,132.5922,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine
342,CA-2020-122336,13/04/2020,17/04/2020,Second Class,JD-15895,Corporate,19140,OFF-BI-10003656,509.97,10,0.7,-407.976,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine
2134,CA-2021-122210,30/11/2021,4/12/21,Standard Class,WB-21850,Consumer,19134,OFF-BI-10003656,152.991,3,0.7,-122.3928,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine
3300,US-2020-159926,18/11/2020,22/11/2020,Standard Class,CS-11950,Consumer,19140,OFF-BI-10003656,50.997,1,0.7,-40.7976,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine
3397,US-2023-148362,1/7/23,8/7/23,Standard Class,KF-16285,Home Office,46203,OFF-BI-10003656,169.99,1,0.0,78.1954,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine
3412,CA-2022-100244,20/09/2022,24/09/2022,Standard Class,GM-14695,Corporate,94122,OFF-BI-10003656,271.984,2,0.2,88.3948,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine
7618,CA-2022-144309,10/12/22,16/12/2022,Standard Class,CM-12235,Consumer,13601,OFF-BI-10003656,679.96,5,0.2,220.987,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine
9704,CA-2023-147032,31/07/2023,4/8/23,Standard Class,LB-16795,Home Office,19805,OFF-BI-10003656,849.95,5,0.0,390.977,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine
9926,CA-2021-159534,20/03/2021,23/03/2021,First Class,DH-13075,Corporate,10035,OFF-BI-10003656,1087.936,8,0.2,353.5792,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine
15,US-2021-118983,22/11/2021,26/11/2021,Standard Class,HP-14815,Home Office,76106,OFF-AP-10002311,68.81,5,0.8,-123.858,Office Supplies,Appliances,Holmes Replacement Filter for HEPA Air Cleaner
1859,CA-2021-121608,3/9/21,5/9/21,First Class,JB-15400,Corporate,6010,OFF-AP-10002311,137.62,2,0.0,60.5528,Office Supplies,Appliances,Holmes Replacement Filter for HEPA Air Cleaner
3141,CA-2021-112557,25/04/2021,28/04/2021,First Class,JL-15850,Consumer,10035,OFF-AP-10002311,206.43,3,0.0,90.8292,Office Supplies,Appliances,Holmes Replacement Filter for HEPA Air Cleaner
3741,CA-2022-133340,9/12/22,13/12/2022,Standard Class,LH-17155,Consumer,49201,OFF-AP-10002311,61.929,1,0.1,23.3954,Office Supplies,Appliances,Holmes Replacement Filter for HEPA Air Cleaner
5027,US-2023-130953,29/07/2023,3/8/23,Standard Class,RF-19735,Consumer,73120,OFF-AP-10002311,137.62,2,0.0,60.5528,Office Supplies,Appliances,Holmes Replacement Filter for HEPA Air Cleaner
6112,CA-2022-124590,12/11/22,16/11/2022,Standard Class,SP-20920,Consumer,44134,OFF-AP-10002311,110.096,2,0.2,33.0288,Office Supplies,Appliances,Holmes Replacement Filter for HEPA Air Cleaner
6330,CA-2020-167927,20/01/2020,26/01/2020,Standard Class,XP-21865,Consumer,48185,OFF-AP-10002311,247.716,4,0.1,93.5816,Office Supplies,Appliances,Holmes Replacement Filter for HEPA Air Cleaner
6755,CA-2022-154767,28/06/2022,30/06/2022,Second Class,BP-11155,Consumer,7501,OFF-AP-10002311,275.24,4,0.0,121.1056,Office Supplies,Appliances,Holmes Replacement Filter for HEPA Air Cleaner
9217,CA-2023-103765,24/11/2023,30/11/2023,Standard Class,JG-15310,Corporate,79762,OFF-AP-10002311,13.762,1,0.8,-24.7716,Office Supplies,Appliances,Holmes Replacement Filter for HEPA Air Cleaner
9315,CA-2021-111948,11/11/21,11/11/21,Same Day,AG-10495,Corporate,48234,OFF-AP-10002311,123.858,2,0.1,46.7908,Office Supplies,Appliances,Holmes Replacement Filter for HEPA Air Cleaner
16,US-2021-118983,22/11/2021,26/11/2021,Standard Class,HP-14815,Home Office,76106,OFF-BI-10000756,2.544,3,0.8,-3.816,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders
2301,CA-2020-162362,14/11/2020,18/11/2020,Standard Class,JL-15505,Consumer,48640,OFF-BI-10000756,12.72,3,0.0,6.36,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders
2881,CA-2022-102932,19/09/2022,23/09/2022,Second Class,SD-20485,Home Office,7050,OFF-BI-10000756,25.44,6,0.0,12.72,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders
3507,CA-2020-166863,20/06/2020,24/06/2020,Standard Class,SC-20020,Consumer,75023,OFF-BI-10000756,3.392,4,0.8,-5.088,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders
4181,CA-2023-128426,7/10/23,11/10/23,Standard Class,JK-15730,Consumer,77036,OFF-BI-10000756,4.24,5,0.8,-6.36,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders
4542,US-2023-132206,16/06/2023,21/06/2023,Standard Class,MK-17905,Corporate,60653,OFF-BI-10000756,5.936,7,0.8,-8.904,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders
8766,CA-2021-107083,21/11/2021,27/11/2021,Standard Class,BB-11545,Corporate,76106,OFF-BI-10000756,1.696,2,0.8,-2.544,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders
9493,CA-2023-163188,7/11/23,7/11/23,Same Day,EC-14050,Consumer,73120,OFF-BI-10000756,38.16,9,0.0,19.08,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders
17,CA-2020-105893,11/11/20,18/11/2020,Standard Class,PK-19075,Consumer,53711,OFF-ST-10004186,665.88,6,0.0,13.3176,Office Supplies,Storage,Stur-D-Stor Shelving
5240,CA-2022-116561,11/9/22,17/09/2022,Standard Class,EB-14110,Consumer,95123,OFF-ST-10004186,332.94,3,0.0,6.6588,Office Supplies,Storage,Stur-D-Stor Shelving
5619,CA-2021-101154,18/09/2021,21/09/2021,First Class,CM-12190,Consumer,92105,OFF-ST-10004186,443.92,4,0.0,8.8784,Office Supplies,Storage,Stur-D-Stor Shelving
6184,CA-2021-158421,21/09/2021,26/09/2021,Standard Class,GB-14575,Consumer,29203,OFF-ST-10004186,887.84,8,0.0,17.7568,Office Supplies,Storage,Stur-D-Stor Shelving
7575,CA-2021-129532,8/12/21,12/12/21,Standard Class,YS-21880,Corporate,90036,OFF-ST-10004186,221.96,2,0.0,4.4392,Office Supplies,Storage,Stur-D-Stor Shelving
18,CA-2020-167164,13/05/2020,15/05/2020,Second Class,AG-10270,Consumer,84084,OFF-ST-10000107,55.5,2,0.0,9.99,Office Supplies,Storage,Fellowes Super Stor/Drawer
345,US-2021-120712,20/12/2021,24/12/2021,Standard Class,CS-12130,Consumer,78745,OFF-ST-10000107,88.8,4,0.2,-2.22,Office Supplies,Storage,Fellowes Super Stor/Drawer
1221,CA-2020-110184,12/7/20,16/07/2020,Standard Class,BF-11170,Home Office,90036,OFF-ST-10000107,249.75,9,0.0,44.955,Office Supplies,Storage,Fellowes Super Stor/Drawer
3538,CA-2020-158771,9/5/20,9/5/20,Same Day,SB-20290,Corporate,42420,OFF-ST-10000107,83.25,3,0.0,14.985,Office Supplies,Storage,Fellowes Super Stor/Drawer
19,CA-2020-143336,27/08/2020,1/9/20,Second Class,ZD-21925,Consumer,94109,OFF-AR-10003056,8.56,2,0.0,2.4824,Office Supplies,Art,Newell 341
1836,CA-2020-141278,21/06/2020,24/06/2020,First Class,RM-19375,Consumer,6450,OFF-AR-10003056,21.4,5,0.0,6.206,Office Supplies,Art,Newell 341
3479,CA-2022-131289,8/12/22,14/12/2022,Standard Class,SP-20620,Corporate,94110,OFF-AR-10003056,8.56,2,0.0,2.4824,Office Supplies,Art,Newell 341
3531,US-2022-152835,19/05/2022,23/05/2022,Standard Class,RP-19855,Corporate,47905,OFF-AR-10003056,21.4,5,0.0,6.206,Office Supplies,Art,Newell 341
4160,US-2022-164588,16/04/2022,23/04/2022,Standard Class,AP-10915,Consumer,31907,OFF-AR-10003056,12.84,3,0.0,3.7236,Office Supplies,Art,Newell 341
5456,CA-2023-160962,28/04/2023,2/5/23,Standard Class,MC-17605,Corporate,19143,OFF-AR-10003056,6.848,2,0.2,0.7704,Office Supplies,Art,Newell 341
8745,CA-2021-162376,22/11/2021,25/11/2021,Second Class,HD-14785,Home Office,2138,OFF-AR-10003056,17.12,4,0.0,4.9648,Office Supplies,Art,Newell 341
20,CA-2020-143336,27/08/2020,1/9/20,Second Class,ZD-21925,Consumer,94109,TEC-PH-10001949,213.48,3,0.2,16.011,Technology,Phones,Cisco SPA 501G IP Phone
21,CA-2020-143336,27/08/2020,1/9/20,Second Class,ZD-21925,Consumer,94109,OFF-BI-10002215,22.72,4,0.2,7.384,Office Supplies,Binders,Wilson Jones Hanging View Binder
3424,CA-2022-134803,28/05/2022,3/6/22,Standard Class,CL-12565,Consumer,90004,OFF-BI-10002215,22.72,4,0.2,7.384,Office Supplies,Binders,Wilson Jones Hanging View Binder
4173,CA-2022-152163,1/7/22,1/7/22,Same Day,JF-15355,Consumer,29203,OFF-BI-10002215,14.2,2,0.0,6.532,Office Supplies,Binders,Wilson Jones Hanging View Binder
5155,US-2021-124219,7/8/21,8/8/21,First Class,KW-16570,Consumer,63122,OFF-BI-10002215,28.4,4,0.0,13.064,Office Supplies,Binders,Wilson Jones Hanging View Binder
6613,CA-2021-107678,21/04/2021,28/04/2021,Standard Class,JK-16090,Consumer,40214,OFF-BI-10002215,21.3,3,0.0,9.798,Office Supplies,Binders,Wilson Jones Hanging View Binder
7530,US-2023-106145,26/09/2023,26/09/2023,Same Day,RA-19885,Corporate,94109,OFF-BI-10002215,17.04,3,0.2,5.538,Office Supplies,Binders,Wilson Jones Hanging View Binder
9019,CA-2022-161361,26/03/2022,28/03/2022,Second Class,MV-17485,Consumer,83201,OFF-BI-10002215,17.04,3,0.2,5.538,Office Supplies,Binders,Wilson Jones Hanging View Binder
